Gene_Symbol,20_control,120_control,294_UC,301_UC,316_UC,92_UC,119_UC,122_UC,123_UC,124_UC,125_UC,126_UC,127_UC,128_UC,129_UC,130_UC,131_UC,144_UC,151_UC,152_UC,153_UC,154_UC,155_UC,226_UC,232_UC,233_UC,234_UC,235_UC,238_UC,239_UC,240_UC,241_UC,242_UC,243_UC,244_UC,245_UC,246_UC,247_UC,248_UC,249_UC,250_UC,251_UC,272_UC,277_UC,280_UC,282_UC,283_UC,284_UC,288_UC,290_UC,291_UC,292_UC,295_UC,297_UC,298_UC,302_UC,305_UC,306_UC,308_UC,315_UC,318_UC,319_UC,322_UC,10_control,11_control,14_control,19_control,28_control,31_control,33_control,34_control,35_control,36_control,38_control,39_control,41_control,42_control,44_control,54_control,55_control,64_control,65_control,67_control,72_control,76_control,77_control,78_control,79_control,80_control,81_control,82_control,83_control,84_control,85_control,86_control,87_control,88_control,89_control,90_control,117_control,118_control,121_control,180_control,114_UC
FCN3,2.7685,3.0833,2.8403,-1.1685,3.3679,2.4876,-1.2807,1.4372,4.592,1.1328,3.3639,0.8996,1.2216,1.1048,-1.2807,-0.3526,0.72226,2.4003,-1.2807,1.1,2.301,0.65334,0.029261,0.4861,4.4465,1.2335,1.4467,-0.74407,2.6544,-0.51283,0.77886,-0.0051835,-1.2807,1.6668,-1.269,-1.2807,0.06869,1.4266,0.41034,1.4788,0.90898,-1.2807,-1.2807,-1.2807,-0.1564,0.6801,2.0259,1.0236,-1.2807,3.6882,4.296,1.5626,1.6443,-1.2807,1.9694,1.1566,1.1217,-1.0432,3.8699,3.4033,1.2633,0.85647,-1.2807,1.0166,-0.7985,-0.74673,-1.2807,0.29838,-0.11918,1.176,-1.1583,-1.2807,-0.05546,0.69466,-0.10325,0.073315,0.79329,0.77565,-0.027849,1.4795,-0.98703,-1.0767,-0.053295,1.8213,1.1142,-1.239,-1.2807,0.16499,-1.2807,1.2262,-1.1578,0.87627,1.3203,-1.2748,-0.31919,0.35302,1.2346,-1.2807,-0.73034,-1.2807,-1.2807,1.663,1.3593,-0.10236
HCAR3,2.8499,5.7591,3.2082,1.0188,6.6727,3.9123,-0.47371,1.1624,2.8904,0.93675,0.87564,3.0989,0.55263,-0.11227,0.6257,2.2753,1.5877,2.2657,2.4906,1.9512,3.4087,-0.19175,0.39716,0.39881,3.8352,1.5139,0.6906,0.29126,-0.065137,2.0699,2.1968,-1.7247,4.3303,-0.4153,-0.2881,0.95812,-0.7764,-1.708,-0.50187,2.1284,0.037412,-0.90792,-0.55505,1.6118,1.6052,0.37558,1.2731,-0.18135,-2.0488,2.2718,5.8191,3.5412,3.4561,-0.005693,0.18847,-1.7854,1.9046,1.7291,2.5924,3.3185,2.7661,-0.27813,1.432,-1.0249,-0.34814,-0.29636,-1.0152,0.38617,-0.61891,0.28926,-1.0705,-0.88418,0.032332,-2.2879,-1.0858,0.81318,0.88108,1.115,1.4225,0.92987,-0.12163,1.2037,1.871,1.9597,1.3946,2.5175,1.1942,0.1084,-0.34614,-1.5266,-0.06998,-0.013641,-0.52476,-0.99433,-0.86883,-2.3665,1.7629,0.2812,2.8986,0.39254,0.013641,3.448,1.6753,3.3278
ALDH1A2,5.6535,3.2788,3.6356,1.302,4.1749,4.1706,0.15742,-0.39969,6.3833,1.9512,-0.14858,0.23263,0.74725,-0.46907,2.046,-2.2696,0.73337,5.8781,-2.2696,0.48306,3.4891,1.0795,1.2103,0.76025,5.0113,2.8295,-0.056777,0.43696,0.66553,0.8202,-0.53197,3.1758,0.27962,0.82994,0.91206,-1.3112,0.18189,-0.56225,-0.57855,-1.0951,-0.81688,-0.91421,-2.2696,0.40386,-0.14529,-0.67136,1.8995,0.54932,-1.3181,1.0239,5.5152,2.2574,6.6733,-0.77752,2.7531,-1.0547,-0.45217,1.5529,7.8349,6.3905,-0.31056,-1.3023,0.6184,-2.2696,-0.78739,-0.73562,-0.60645,1.184,-1.2102,0.79753,-2.2696,-2.2696,-1.0444,-1.2942,0.90786,0.66938,0.61175,0.20179,-1.0167,2.0947,2.1115,-0.48063,0.54277,-1.1676,2.2628,2.4939,-2.2696,-2.2696,-0.40134,-0.058993,1.0233,0.13207,-1.2535,1.3213,-1.3081,2.1011,1.1201,0.53794,0.60269,0.064318,0.081345,-0.06281,0.63342,0.7161
MGAM,-2.239,-0.92167,-4.2679,-0.19588,-6.4792,-0.84824,-0.12651,-1.8903,-6.2494,-1.4292,-2.3348,-1.6059,-1.0692,-0.29144,0.37909,-0.97835,-0.12008,-0.50613,-0.23558,-1.6777,-1.5113,-1.0889,-0.78981,-0.20034,-1.8126,-0.37829,-1.5852,-0.32154,-3.391,0.91013,-1.0185,0.19995,0.6088,-0.18409,0.37645,0.79862,-1.4921,0.15077,-0.38105,-0.67522,0.13543,0.16526,1.2858,0.52644,-1.5079,-0.080508,-0.52833,-0.51701,-1.3742,-5.0169,-2.0528,0.12338,-6.0665,1.225,0.081779,-0.39482,-0.98829,-0.1144,-3.3584,-0.98056,-0.41849,-0.46194,0.29539,0.90487,-0.86386,-0.7843,-1.3171,0.1798,-0.13714,-0.17947,-0.85422,-0.33882,0.00045967,-0.075395,-0.95105,-0.76183,-0.99711,0.31129,-1.2358,-1.4391,0.39202,0.33442,0.37362,-0.47743,-0.66614,-1.9923,0.74698,0.10651,-1.2364,-0.289,0.55038,0.023384,0.12057,0.53198,0.10389,0.20305,-0.87712,0.4571,0.27135,0.15649,0.70806,-0.6496,-0.72231,-0.19752
NAT8,-7.4841,-1.9357,-7.4841,-0.21386,-5.9059,-0.34355,-0.046673,-1.9703,-5.9333,0.96433,-1.5949,-1.2939,-2.206,1.0945,0.15577,-0.65805,1.8112,-1.4246,1.6263,-0.75845,-1.9411,-0.88708,-0.61443,0.48961,-2.0221,-1.8452,-2.0452,-0.49295,-1.6421,0.43759,-1.8039,0.076833,0.86654,0.18166,0.64227,1.2759,-1.6536,0.73699,-0.14919,-1.2011,0.35418,-0.34705,2.0697,-0.21498,-0.22707,0.5454,-0.518,-1.0874,-0.40068,-6.2781,-7.4841,0.84587,-6.6031,1.7148,-0.12195,0.38423,0.89939,0.58632,-6.6013,-2.4041,-0.13273,-0.56707,0.9262,-0.14978,-0.75871,-1.7022,-1.8667,1.3291,-0.33367,-1.3946,0.20057,0.55472,1.2861,-1.2735,-1.9609,0.53526,-1.341,2.1204,-0.78829,-0.38403,0.88661,0.30973,0.73714,0.99847,0.44669,0.39249,1.5945,0.54547,-1.2445,-0.51326,0.3231,0.17262,0.14978,0.44369,0.35994,-0.80549,-1.2795,0.52488,-0.4784,0.62716,0.67269,-0.62692,-1.6903,1.6517
CLDN8,-4.771,-4.8203,-4.8203,-1.7081,-4.564,-3.1869,1.0088,-0.14301,-2.2695,-0.49993,-3.1143,-1.8326,0.16004,-0.065547,0.89589,-0.12967,1.575,-3.7242,-0.69862,-4.2051,-2.2315,1.0207,-1.1884,0.17919,-3.2491,0.15333,-4.8203,1.9831,0.69982,0.37386,-0.038248,-0.48586,0.60341,1.8762,2.0618,1.7528,-0.24849,0.66843,-1.5443,-1.0608,-1.2521,0.85704,3.049,0.43815,0.52643,2.8865,-1.1658,-1.1534,-3.2839,-4.8203,-4.8203,1.1687,2.7558,1.626,0.23722,-2.0204,0.24508,-2.5828,-4.8203,-3.3842,-2.2763,0.53929,2.1266,2.919,-0.016142,-2.4789,-0.51327,0.26131,0.48708,-0.090178,-0.44992,-2.8741,1.1599,-0.5719,-3.6428,1.6212,-0.42435,2.6955,-1.2455,-3.0601,-0.13429,1.7236,0.26512,0.86671,-4.8203,-2.0011,0.74621,2.0405,-0.70671,0.022598,0.79451,-0.65308,-2.2192,0.31495,1.3112,-3.1866,-1.1895,1.3409,-0.68495,0.016142,2.109,0.35614,-2.9173,-1.6419
SLC28A2,-6.3446,-2.386,-4.5185,0.15672,-5.4121,-0.97026,-1.1377,-0.27531,-5.5331,-1.4676,-1.9789,-1.5356,-1.1943,0.020082,-0.085669,-0.98254,-1.554,0.39934,0.17688,-0.18838,-0.77557,-0.49294,0.13145,-0.39669,-3.2199,-1.0137,-1.4809,-1.0073,-3.7478,-0.66318,-0.45843,-0.27291,0.81411,-0.11173,1.0731,0.77703,-1.0362,-1.103,-0.23271,-1.0321,0.74718,0.30302,1.0245,0.47607,-0.2798,1.0584,-0.60531,-0.29565,-0.10003,-2.8323,-4.7332,-0.76296,-1.5707,1.427,-0.4705,0.88066,-2.2764,-0.84256,-4.5754,-1.0612,-1.2807,-0.87856,0.58255,0.1482,-0.10699,0.54223,0.34914,0.10521,0.7503,-0.61446,0.93105,0.77312,0.86341,0.15425,-1.2949,-1.4635,-0.90086,-1.3978,-2.2968,-1.0498,0.57997,0.43498,1.3856,-0.60603,-2.2474,-0.048833,-0.91388,0.71732,0.31446,0.038122,-0.44965,1.5535,1.6392,0.25529,0.40434,-0.24291,-1.6198,0.20204,-0.47535,0.17286,0.91902,-0.54054,-0.68706,-2.0605
SLC28A1,-2.6965,-1.4087,-3.9081,-0.052168,-7.6581,-0.3419,-0.081473,-1.453,-5.5876,0.031312,-1.0042,-0.10917,-0.65733,1.0058,0.44058,0.4766,0.38578,-0.18815,0.68943,-0.51104,-0.29718,-0.55007,-0.44496,-0.045427,-1.3157,-0.028017,-1.1469,-0.11084,-1.7681,0.8595,-0.77891,0.27646,1.1313,0.084477,0.69021,1.1232,-0.90427,0.19089,0.45107,0.19973,0.25563,0.66889,1.6452,0.24696,0.087163,0.3615,-0.36105,-0.5867,-0.60478,-4.3741,-1.4595,0.35341,-6.9504,1.31,0.4317,-0.047408,-0.52341,0.58246,-2.9595,-0.67182,0.13853,-0.37899,0.56052,0.51085,-0.74394,-1.0561,-1.1316,0.80893,-0.21546,-0.91091,-0.19796,0.23023,0.38491,-0.32836,-0.76771,-0.054578,-0.59905,0.35827,-0.5945,-0.23264,0.48213,0.7865,0.97427,0.031726,-0.82719,0.58514,1.2528,0.5228,-0.71891,-0.47606,0.4669,0.39991,0.3488,0.94353,0.44165,0.22849,-1.1881,0.68323,0.39325,0.37256,0.69474,0.080453,-0.72573,0.67032
LRAT,-3.511,-1.7316,-3.8074,0.71145,-4.3208,-0.72561,0.069796,-1.2597,-4.6207,0.051818,-1.8479,-1.2427,-0.8946,0.81254,0.18057,0.15714,0.79987,-2.9445,1.4868,-1.9332,-2.0885,-1.5007,-1.4469,-0.27205,-3.006,-0.87692,-1.8118,-0.5297,-1.4373,1.1456,-2.2975,-0.43156,1.5896,0.23786,1.4332,1.9375,-1.7992,-0.17266,0.13194,-0.83221,-0.11259,-0.061168,1.7172,1.0481,-0.76372,0.37019,0.020415,-0.52246,-0.7309,-3.2022,-2.5232,-0.090562,-3.6873,0.4934,0.24697,-0.94159,-0.71589,0.58312,-4.2587,-3.398,-0.35377,-0.3093,0.54167,-0.0066452,-0.62966,-1.0911,-1.0862,0.17781,-0.29991,-0.22692,-0.38623,0.37296,0.37666,-0.059345,-2.2514,0.17728,-0.96827,1.6738,-1.4078,0.39418,0.50551,0.33673,0.60259,0.65682,-2.7234,3.2021,1.555,0.88914,-1.1512,-1.1573,0.0066452,-0.066994,0.61463,0.96011,0.072385,-0.46753,-0.52841,0.71735,-0.09526,0.63699,0.014466,-1.5267,-0.99702,0.19191
LAMC3,1.7173,4.463,-0.41652,0.42268,3.7367,0.94387,-0.74791,-1.1415,4.0312,-1.276,0.23888,4.2743,-0.18723,1.5705,0.78962,-1.2468,-2.6895,0.90903,1.0171,0.12729,0.89932,-0.75545,-2.4081,1.6173,1.6891,1.8691,0.96389,0.30657,2.2456,1.1658,0.048133,0.32299,-0.78414,-1.3269,-1.0928,-0.14615,-0.60314,0.18777,0.17147,-1.515,0.34818,1.2508,0.93629,-2.186,-0.15015,-0.31366,-0.25739,0.26692,0.84691,0.68642,2.0596,-0.60747,4.2187,0.80257,-2.0243,0.11034,-2.6895,-2.452,3.3791,-0.25338,0.59147,0.80131,0.78346,0.45577,-1.2073,0.54492,0.29558,1.0051,0.59232,-0.39997,0.75485,-0.42141,0.12071,0.27136,0.22493,-2.6895,-0.030541,0.36685,-2.6895,1.9967,0.9261,0.32187,-0.14016,-0.0025129,1.0839,0.79281,0.0025132,-0.50684,-0.45041,1.2866,-1.5666,0.19759,-2.6734,-1.6836,-1.143,-1.0085,0.048161,0.40755,-0.81721,-0.13319,-0.33856,0.39438,-0.78648,-0.18923
SLC6A14,5.2912,2.5343,5.1416,0.17789,3.4294,3.5003,-0.13792,-0.39247,4.7015,-0.34413,1.4078,3.2066,0.39239,-1.3721,0.9717,1.4856,0.46778,2.3647,0.92207,0.33554,3.177,0.17646,0.66786,0.5508,3.6661,1.4384,1.9141,-0.31405,1.1775,-1.7673,2.2863,-0.39325,-0.45863,-0.86449,-1.7924,-1.5262,0.22924,-0.61727,-0.72722,4.115,-1.4123,-2.1127,-1.2073,0.2535,0.82324,0.11935,2.5605,1.1421,0.45021,2.1512,7.7396,2.7041,6.8826,-0.23119,0.97512,0.5881,0.79681,0.3422,7.2919,4.5886,0.78642,0.07916,-0.79158,-3.0453,-1.0893,0.16653,1.2378,-1.2731,-1.2051,0.31469,0.26244,0.35136,-2.4729,0.39903,0.9824,-1.889,-0.1896,0.84923,2.1529,1.2987,-0.54214,-1.4605,-3.3426,-0.46391,1.5377,3.4973,-0.99191,-0.22602,0.98176,1.5681,-3.1201,0.083642,-2.9012,-1.0923,-0.36473,0.5298,2.2882,-1.3251,-0.59055,-0.69313,-2.4066,0.24121,0.8904,4.1806
CLEC5A,3.8401,4.8595,3.9935,-0.045057,4.3811,-0.045057,1.1596,1.5029,4.3131,-0.045057,1.076,0.13526,1.2348,0.7555,0.62673,0.39764,0.95793,2.9255,-0.045057,1.2482,4.0032,-0.045057,-0.045057,-0.045057,2.7486,1.7911,0.94539,0.4916,-0.045057,0.4713,2.2776,2.2305,-0.045057,-0.045057,-0.045057,-0.045057,0.7194,1.6623,-0.045057,-0.045057,-0.045057,1.7254,-0.045057,2.0435,-0.045057,-0.045057,2.124,-0.045057,-0.045057,1.161,5.3742,1.622,4.5804,-0.045057,-0.045057,0.58488,0.77239,0.19248,4.8377,5.4355,2.499,-0.045057,-0.045057,0.93031,-0.045057,-0.045057,-0.045057,-0.045057,1.0144,-0.045057,-0.045057,0.90112,0.18021,0.34536,-0.045057,-0.045057,0.02896,5.0399,1.2078,5.0371,1.2486,1.7439,0.18237,1.057,2.3498,4.7417,-0.045057,-0.045057,-0.045057,-0.045057,-0.045057,0.0347,-0.02896,0.9609,-0.045057,-0.045057,2.2072,-0.045057,1.5053,-0.045057,-0.045057,1.1618,-0.045057,1.1333
DHDH,-4.1114,-0.40295,-3.7572,0.22099,-5.4405,0.20015,0.4361,-1.9296,-6.8013,1.2202,-2.3372,1.3529,-1.4665,1.7558,0.64057,0.67412,0.94513,-0.053995,1.2807,-0.090752,-0.61432,-1.0069,-0.090551,-0.19661,-1.2038,0.1794,-0.96934,-0.062702,0.33793,1.0546,-1.0783,0.35149,1.4946,-0.17112,0.48629,1.8721,-1.211,-1.2687,-0.01156,1.4697,0.35203,0.65612,1.5413,-1.2291,-0.14216,0.35067,-0.95112,-0.9835,-0.51641,-5.4793,-2.3854,-0.23531,-6.4271,1.0533,0.066973,0.39988,1.0949,1.1656,-4.5725,-1.8834,0.16553,0.22257,1.4019,0.85927,-0.4355,-0.95207,-1.6887,0.89612,-0.25418,-1.7803,0.94486,-0.42979,1.4749,-0.57963,-1.0187,0.65327,-1.5054,0.20878,0.055181,0.31694,0.39197,1.1366,1.4593,0.92626,1.1419,1.6748,1.5902,-0.13064,-0.88161,-1.0163,0.92576,-0.44873,0.16336,0.1425,-0.69862,-0.25424,-2.0209,0.33014,-0.015132,0.11077,0.0040312,-1.3573,-1.1515,1.1266
DUOX2,6.8834,4.1559,6.2269,4.068,7.2995,4.7676,1.881,1.5265,5.9944,0.014105,4.6028,5.2166,4.3847,0.23324,3.2505,1.2773,-0.51186,6.1056,1.0474,-1.2069,6.8513,-0.92386,3.5174,1.0583,5.5518,4.2228,2.2989,0.29141,2.6678,-0.88528,2.8122,-1.5284,-0.81361,-0.80761,0.20262,-2.2483,2.7946,0.21806,-1.8942,2.5869,-0.95193,1.7588,-1.5875,0.95754,0.15199,0.27605,4.0627,2.4788,-0.27144,4.8172,8.4221,4.8214,7.9761,-2.1927,2.6898,-0.90219,1.799,2.473,8.3085,6.9623,5.2019,0.94885,-1.4748,0.15566,-3.0326,0.078043,1.6749,1.9635,-1.6778,-0.64782,-1.9774,-0.77116,-1.2556,2.3658,4.4029,0.30485,2.8163,0.88617,1.9222,2.3233,-0.36555,2.0972,0.51246,-0.40458,-0.32642,2.0073,-0.37383,-1.265,-0.87797,1.9556,3.1616,0.26005,-0.078058,1.4034,-1.0149,-0.38265,4.7242,-2.3626,2.4372,2.3542,-4.3338,4.9534,2.7086,3.3907
NAT8B,-5.0526,-1.2223,-4.9459,-0.22324,-4.3061,0.13716,-0.15887,-1.4005,-4.9825,1.1809,-1.8371,-0.51629,-1.9669,1.2219,-0.01691,0.018744,2.1988,-0.49176,2.0884,-1.0819,-0.44156,-0.52878,-0.98398,-0.090611,-1.4154,-1.4536,-2.6979,-0.24729,-1.5837,0.50583,-2.0105,-0.18618,0.66925,0.059184,0.73437,1.2027,-1.2951,-0.29247,-0.5028,-1.3487,0.42902,-0.25113,1.3424,0.027719,-0.43418,0.1179,-0.97916,-1.352,-0.90678,-5.691,-6.066,-0.37463,-5.5795,1.6123,0.054889,-0.495,0.77141,0.53326,-7.4578,-2.3866,0.060401,-0.042828,1.3044,-0.24454,-0.98156,-1.4923,-1.6334,1.6618,-0.94119,-1.048,1.2789,0.43849,1.4168,-0.17906,-1.418,1.0833,-0.61267,2.0292,-0.44706,0.4033,0.46992,0.42406,0.80097,1.417,-1.1153,0.83803,1.496,0.692,-1.1708,-0.84858,0.44302,0.33478,-0.025809,0.51285,0.025809,-0.14539,-1.8933,0.49917,-0.14482,0.38519,0.73273,-0.43322,-1.207,1.0486
TREM1,3.4995,4.5165,3.2527,1.7678,4.8465,0.56001,0.13127,-0.52538,2.1779,2.1475,1.5071,2.5664,-0.37844,0.31213,1.0578,1.8287,-0.070391,2.1382,2.9266,0.38979,2.6029,-0.72428,0.23661,-0.043516,3.0003,0.24817,0.41957,-0.29794,-2.0734,2.2181,1.7517,-0.79784,2.4759,-1.2957,-0.06163,-1.115,1.013,-0.78105,-0.060385,2.6861,-0.62064,0.28203,-2.0734,0.17864,0.78791,-0.69752,0.80236,-0.25444,-1.1219,2.6562,5.4136,2.2566,4.067,-2.0734,-0.086256,-0.44345,1.7441,0.48608,3.6721,3.6107,1.693,0.35332,-1.7703,-1.098,-0.59116,-0.53938,-0.088283,0.72812,-1.0139,0.21617,-1.9509,0.45776,0.47381,-2.0734,0.32649,0.86562,1.0006,0.39803,1.1795,1.9195,1.6797,0.71561,1.476,1.0287,-0.00043058,-1.9793,0.03369,-2.0734,0.22816,-1.1847,0.3715,-0.99362,0.85345,-0.48246,-1.1118,-2.0246,1.4419,-1.4357,0.79893,-0.73944,-2.0734,2.7964,-1.7553,3.2343
UGT1A6,-2.7455,-1.1664,-4.1655,0.27885,-4.4661,-0.43589,0.40645,-1.5368,-4.0911,-0.10481,-4.0683,-4.1767,-1.2008,-0.117,0.25532,-2.2016,-1.6653,-0.16287,-3.3054,-0.84719,-0.32208,-1.144,0.057233,-0.50484,-2.0057,-0.066522,-0.56938,-0.59353,-1.1863,1.051,0.13314,-0.25274,0.55356,-0.24334,0.67501,1.7052,-1.344,-0.30355,0.0028477,-4.0168,0.22114,-0.19462,1.5592,-0.20484,-0.73202,0.22378,-0.98946,-0.19279,-0.33907,-4.2693,-1.6727,0.34451,-5.5869,1.6319,-0.5031,0.36028,-0.11291,0.4424,-2.9236,-0.74588,-0.37399,-0.44212,-0.0044298,1.4535,0.43522,-0.75917,-0.23698,-0.30452,-0.70575,-1.601,-0.71595,0.10612,-0.27407,0.48379,-1.2944,-3.9768,-0.45252,-0.17627,-3.6247,-0.64901,1.3906,0.7524,1.3916,-2.8425,-1.2246,-5.5715,0.011351,0.55613,-0.011351,-0.16605,0.7033,0.55739,0.58433,1.0878,0.64392,0.21484,0.24197,1.1604,0.98878,0.88966,1.4328,0.10357,0.1899,-2.3053
SUSD2,-2.7127,-1.2861,-5.0561,-0.083881,-5.1671,-1.17,0.27452,-1.8272,-5.6653,-0.46151,-1.9276,0.28794,-0.12337,0.99734,1.5099,0.48156,0.9701,0.18985,1.1139,-1.0438,0.74781,-0.53955,0.0030069,-0.091281,-1.0706,0.51009,-0.96289,0.071624,-2.7425,0.51677,-0.58936,-1.0355,0.22584,0.085759,0.02659,0.58205,-0.51999,0.83574,-0.3049,1.146,-0.0025234,0.44282,1.2267,-0.56333,-1.2173,-0.4377,-0.57129,-1.1666,-0.79684,-4.9194,-1.6132,-0.23498,-4.939,1.085,-0.048847,0.46338,-1.3615,-0.24914,-3.4304,-1.509,0.27778,0.06146,0.50186,1.2487,-0.20697,-0.29326,-1.3643,1.1377,-0.33519,-0.46322,0.30653,0.14993,0.75415,-0.14884,-0.14532,0.41971,-0.05281,1.3777,-0.39499,-0.56886,0.48144,0.61531,1.0988,-0.12823,0.12584,1.1773,1.3944,0.25847,-2.4075,-0.62262,-0.046934,0.41626,-0.57836,-0.024478,-0.82856,-0.086786,-1.6872,0.024478,0.34421,0.67972,0.38085,-0.92639,-1.098,1.6631
CYP4F11,-2.4343,-0.73437,-7.9887,-1.9957,-6.1475,0.36042,-5.0471,-5.9813,-1.107,1.0606,-0.084142,0.75241,-0.13012,-3.5443,-4.9246,-4.03,0.62161,0.82159,-4.5451,-1.3681,-0.13446,-3.5232,0.67795,-0.2094,-1.1057,-0.17873,-0.3929,0.498,-1.8836,-3.311,-1.1676,0.74274,2.2391,0.89248,1.331,-4.3485,-2.8944,1.1705,-4.2425,-0.10682,0.80273,-0.71105,1.8137,0.98285,0.3819,1.1949,-3.6537,0.24944,-0.76322,-2.9702,-0.67628,0.06937,-0.84183,3.038,-2.5378,-4.1236,-4.0838,1.4721,-6.6205,0.12381,0.18953,0.73229,-3.7008,1.7539,-6.1846,-4.0972,-0.75272,1.4171,-0.40035,-0.14987,0.76819,-5.2352,1.5259,-4.6134,-1.3505,0.33975,-1.4006,0.95031,1.0976,-2.6173,0.87439,-0.43769,1.5181,-4.1862,-0.59353,2.386,2.1674,-3.88,-4.0126,-0.58006,-3.5453,0.80523,-2.327,-3.4592,0.26814,0.14987,-0.15478,-3.9935,0.42472,0.21872,1.8518,0.62895,-0.095615,-0.023618
PROK2,2.5872,5.1974,5.074,2.4575,7.0098,3.4932,0.74258,0.085926,4.1762,-0.048597,3.3594,1.3032,1.2329,1.6604,1.2097,2.9806,-0.46207,3.415,-0.46207,2.8575,3.1268,2.209,2.1698,0.98283,4.8461,1.8595,0.52838,0.074584,2.4731,4.337,2.194,-0.46207,4.4545,-0.46207,-0.46207,-0.46207,-0.46207,-0.46207,0.22899,2.2974,-0.46207,0.30837,-0.46207,3.4338,1.8846,-0.08621,2.1925,-0.46207,-0.46207,1.7148,7.2386,4.3204,5.8355,-0.46207,0.20312,-0.46207,0.35537,1.7755,5.5996,4.9741,4.1974,-0.46207,-0.46207,-0.46207,-0.46207,-0.46207,0.78606,-0.46207,-0.46207,1.0201,-0.46207,-0.46207,0.76319,0.51331,0.71541,-0.46207,-0.38806,1.5943,0.7908,3.2982,-0.16838,1.3269,2.3503,2.2249,1.1958,3.1237,-0.46207,-0.46207,0.19208,-0.46207,-0.46207,0.61768,-0.46207,0.54389,-0.46207,-0.46207,1.0532,-0.46207,0.088307,0.2869,-0.46207,1.9671,0.85601,3.3921
AGXT2,-4.4821,-3.0419,-4.9954,0.98765,-4.6901,-0.99299,0.080616,-0.7794,-5.9806,1.1205,-1.4103,-0.67864,-0.016268,1.6441,-0.61623,0.1543,-1.069,-2.1663,2.2469,-0.42675,-0.51628,-0.25294,0.33259,-0.28576,-3.0291,-1.3573,-1.2674,-0.74908,-1.5962,0.44401,-1.5843,-0.21963,2.0054,0.44219,0.5895,1.7857,-0.39189,0.072741,1.021,-0.50286,0.41897,-1.1941,1.1519,0.05751,0.85635,0.91301,-0.27958,-0.9055,-1.5355,-5.0034,-5.8126,-0.80547,-6.5314,0.9308,-0.40676,0.20707,0.16968,-0.22776,-6.5314,-4.1541,-0.48486,-1.4556,0.57567,0.33759,-1.4445,-1.2436,-1.1387,0.40457,0.2826,-1.7638,0.53357,0.22806,0.11779,0.56584,-1.306,-0.048062,-0.54041,0.75355,-0.37162,0.49338,0.34727,0.76011,0.26225,1.6398,-1.6511,0.27336,1.1455,-0.051508,-0.72749,0.4234,-0.40573,0.64556,-0.0087624,0.0087624,0.51081,-0.4826,-2.3531,0.58668,-0.30321,0.1405,0.71956,-1.7803,-0.19627,-0.49504
FRMD1,-3.7194,-0.95885,-6.2727,-0.87788,0.92291,-0.9274,-0.43108,-1.1972,-1.5459,0.82489,-1.4979,1.3985,-0.91549,0.77947,0.63138,0.60207,-1.027,0.37083,1.0395,-0.27879,0.35059,-0.5119,-0.14438,-0.066614,-1.2246,-1.051,-0.17788,0.50704,-0.55164,1.5826,-0.65203,0.0028739,1.453,0.80893,1.2088,1.5722,-0.90533,0.93713,0.54903,-0.25318,1.5505,0.80086,1.6696,0.34078,0.5921,0.9894,-0.10731,-1.314,0.20323,-3.9635,-2.842,-0.013013,-1.7307,1.1763,0.82506,-0.43759,-0.78768,0.41454,-5.6629,-2.5714,-0.016008,-1.0934,0.99665,-1.1401,-0.87298,-1.1217,-1.6897,0.0011244,-0.49553,-0.94455,0.19698,0.34974,1.9906,-0.0011244,-0.41932,0.18831,-0.3628,-0.31872,-1.4448,-1.2005,0.96637,-0.13074,0.48361,0.66471,-2.0188,2.0112,0.91232,0.77252,-0.34477,0.53391,0.84912,1.1002,0.53937,1.1654,0.51668,0.60708,-1.0923,0.89463,-0.43791,0.55356,1.2151,0.42164,-0.8033,0.13318
CDHR1,-3.148,-1.4552,-2.4462,-0.52302,-1.8735,-0.010945,0.0090857,-1.3193,-2.3727,-0.30011,-1.1678,-0.66407,-0.88266,0.48372,-0.0055103,0.26272,-1.6056,-0.88577,1.0067,-0.73567,-0.42539,-0.27466,-0.53114,-0.45549,-1.8992,-0.80139,-0.76384,0.34615,-3.0561,1.0088,-0.91459,0.33764,0.75886,0.28899,1.1522,0.88114,-1.4468,0.7537,0.66558,-1.7861,1.0513,0.054154,0.33793,0.19718,0.17028,0.09058,-0.54354,0.29671,-0.53835,-2.2076,-3.34,0.34452,0.021738,1.9677,-0.64222,-0.59776,-1.3891,-0.41786,-5.2901,-2.2132,-0.34221,-0.24941,1.0325,0.050187,-0.52891,-1.345,-0.93156,0.20337,-0.0047722,-1.0819,-0.39818,-0.27887,-0.078895,-0.46304,-1.1104,-0.406,-0.38407,-1.3178,0.048405,-0.42193,0.71037,0.95042,0.99836,0.83281,-1.2063,1.1767,1.4892,0.8733,-1.3888,0.6587,1.1547,1.0524,0.71516,1.0669,1.0119,0.56602,-0.33129,1.7955,0.26276,1.0699,0.55955,-1.0841,-1.6782,0.4288
